Store,Day,Month,Year,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Day of the Week
36,12,11,2010," $ 425,804.80 ",0,61.97,2.705,210.77,8.476,11/12/2010,Fri
37,12,11,2010," $ 517,546.69 ",0,61.97,2.728,210.77,8.476,11/12/2010,Fri
38,12,11,2010," $ 340,147.20 ",0,57.79,3.13,126.55,14.313,11/12/2010,Fri
39,12,11,2010," $ 1,291,398.71 ",0,62.21,2.728,210.77,8.476,11/12/2010,Fri
40,12,11,2010," $ 935,481.32 ",0,38.5,2.961,132.98,5.287,11/12/2010,Fri
41,12,11,2010," $ 1,175,326.23 ",0,38.99,2.737,191.04,7.508,11/12/2010,Fri
42,12,11,2010," $ 588,592.61 ",0,61.24,3.13,126.55,9.003,11/12/2010,Fri
43,12,11,2010," $ 595,421.23 ",0,59.98,2.728,203.92,10.21,11/12/2010,Fri
44,12,11,2010," $ 281,909.79 ",0,42.55,2.831,126.55,7.61,11/12/2010,Fri
45,12,11,2010," $ 765,648.93 ",0,46.14,2.931,182.99,8.724,11/12/2010,Fri
1,1,4,2011," $ 1,495,064.75 ",0,59.17,3.524,214.84,7.682,4/1/2011,Fri
2,1,4,2011," $ 1,800,171.36 ",0,55.43,3.524,214.49,7.931,4/1/2011,Fri
3,1,4,2011," $ 374,556.08 ",0,68.76,3.524,218.21,7.574,4/1/2011,Fri
4,1,4,2011," $ 1,900,246.47 ",0,56.99,3.521,128.72,5.946,4/1/2011,Fri
5,1,4,2011," $ 314,316.55 ",0,61.5,3.524,215.40,6.489,4/1/2011,Fri
6,1,4,2011," $ 1,459,276.77 ",0,62.25,3.524,216.38,6.855,4/1/2011,Fri
7,1,4,2011," $ 513,409.67 ",0,24.83,3.461,192.27,8.595,4/1/2011,Fri
8,1,4,2011," $ 878,762.30 ",0,49.86,3.524,218.26,6.297,4/1/2011,Fri
9,1,4,2011," $ 520,962.14 ",0,56.12,3.524,218.45,6.38,4/1/2011,Fri
10,1,4,2011," $ 1,827,733.18 ",0,67.64,3.772,128.72,8.494,4/1/2011,Fri
11,1,4,2011," $ 1,258,674.12 ",0,69.1,3.524,218.21,7.574,4/1/2011,Fri
12,1,4,2011," $ 1,005,463.49 ",0,63.63,3.772,128.72,13.736,4/1/2011,Fri
13,1,4,2011," $ 1,864,238.64 ",0,42.49,3.487,128.72,7.193,4/1/2011,Fri
14,1,4,2011," $ 1,869,110.55 ",0,37.27,3.638,185.18,8.521,4/1/2011,Fri
15,1,4,2011," $ 542,556.05 ",0,30.34,3.811,134.07,7.658,4/1/2011,Fri
16,1,4,2011," $ 459,756.11 ",0,35.75,3.461,192.27,6.339,4/1/2011,Fri
17,1,4,2011," $ 795,859.23 ",0,39.38,3.487,128.72,6.774,4/1/2011,Fri
18,1,4,2011," $ 938,083.17 ",0,35.06,3.638,134.07,8.975,4/1/2011,Fri
19,1,4,2011," $ 1,305,950.22 ",0,30.68,3.811,134.07,7.658,4/1/2011,Fri
20,1,4,2011," $ 1,927,993.09 ",0,32.43,3.638,207.88,7.287,4/1/2011,Fri
21,1,4,2011," $ 732,056.37 ",0,56.36,3.524,214.49,7.931,4/1/2011,Fri
22,1,4,2011," $ 951,588.37 ",0,36.04,3.638,137.96,8.252,4/1/2011,Fri
23,1,4,2011," $ 1,182,694.95 ",0,29.44,3.638,134.07,4.781,4/1/2011,Fri
24,1,4,2011," $ 1,163,803.30 ",0,35.73,3.811,134.07,8.212,4/1/2011,Fri
25,1,4,2011," $ 618,377.79 ",0,28.5,3.638,207.88,7.287,4/1/2011,Fri
26,1,4,2011," $ 849,231.61 ",0,22.99,3.638,134.07,7.818,4/1/2011,Fri
27,1,4,2011," $ 1,628,868.28 ",0,37.27,3.811,137.96,7.725,4/1/2011,Fri
28,1,4,2011," $ 1,336,838.41 ",0,63.63,3.772,128.72,13.736,4/1/2011,Fri
29,1,4,2011," $ 475,615.26 ",0,36.04,3.638,134.07,9.966,4/1/2011,Fri
30,1,4,2011," $ 437,926.79 ",0,56.36,3.524,214.49,7.931,4/1/2011,Fri
31,1,4,2011," $ 1,344,890.73 ",0,56.36,3.524,214.49,7.931,4/1/2011,Fri
32,1,4,2011," $ 1,051,121.02 ",0,44.83,3.461,192.27,8.595,4/1/2011,Fri
33,1,4,2011," $ 232,769.09 ",0,71.41,3.772,128.72,8.687,4/1/2011,Fri
34,1,4,2011," $ 884,233.67 ",0,55.46,3.521,128.72,10.581,4/1/2011,Fri
35,1,4,2011," $ 762,620.94 ",0,37.27,3.638,137.96,8.512,4/1/2011,Fri
36,1,4,2011," $ 385,672.11 ",0,67.31,3.529,213.58,8.3,4/1/2011,Fri
37,1,4,2011," $ 534,578.78 ",0,67.31,3.524,213.58,8.3,4/1/2011,Fri
38,1,4,2011," $ 382,098.13 ",0,63.63,3.772,128.72,13.736,4/1/2011,Fri
39,1,4,2011," $ 1,316,849.36 ",0,66.57,3.524,213.58,8.3,4/1/2011,Fri
40,1,4,2011," $ 841,889.08 ",0,28.6,3.638,134.07,4.781,4/1/2011,Fri
41,1,4,2011," $ 1,179,125.48 ",0,38.16,3.461,192.27,6.934,4/1/2011,Fri
42,1,4,2011," $ 508,432.17 ",0,67.64,3.772,128.72,8.494,4/1/2011,Fri
43,1,4,2011," $ 611,585.54 ",0,67.79,3.524,206.67,10.581,4/1/2011,Fri
44,1,4,2011," $ 281,514.26 ",0,42.49,3.487,128.72,6.906,4/1/2011,Fri
45,1,4,2011," $ 712,425.76 ",0,37.27,3.638,185.18,8.521,4/1/2011,Fri
1,1,7,2011," $ 1,488,538.09 ",0,85.55,3.524,215.18,7.962,7/1/2011,Fri
2,1,7,2011," $ 1,866,243.00 ",0,85.69,3.524,214.84,7.852,7/1/2011,Fri
3,1,7,2011," $ 368,962.72 ",0,85.1,3.524,218.55,7.567,7/1/2011,Fri
4,1,7,2011," $ 2,051,533.53 ",0,84.54,3.504,129.09,5.644,7/1/2011,Fri
5,1,7,2011," $ 327,093.89 ",0,85.81,3.524,215.75,6.529,7/1/2011,Fri
6,1,7,2011," $ 1,694,551.15 ",0,87,3.524,216.73,6.925,7/1/2011,Fri
7,1,7,2011," $ 704,344.21 ",0,58.54,3.597,193.09,8.622,7/1/2011,Fri
8,1,7,2011," $ 883,683.35 ",0,87.26,3.524,218.59,6.425,7/1/2011,Fri
9,1,7,2011," $ 537,064.03 ",0,89.14,3.524,218.78,6.404,7/1/2011,Fri
10,1,7,2011," $ 1,751,369.75 ",0,95.36,3.842,129.09,8.257,7/1/2011,Fri
11,1,7,2011," $ 1,297,472.06 ",0,86.43,3.524,218.55,7.567,7/1/2011,Fri
12,1,7,2011," $ 961,993.34 ",0,89.85,3.842,129.09,13.503,7/1/2011,Fri
13,1,7,2011," $ 2,048,035.74 ",0,74.29,3.613,129.09,6.877,7/1/2011,Fri
14,1,7,2011," $ 2,074,668.19 ",0,74.04,3.748,185.91,8.625,7/1/2011,Fri
15,1,7,2011," $ 674,669.16 ",0,67.43,3.916,135.45,7.806,7/1/2011,Fri
16,1,7,2011," $ 608,737.56 ",0,63.59,3.597,193.09,6.338,7/1/2011,Fri
17,1,7,2011," $ 940,554.34 ",0,67.39,3.613,129.09,6.745,7/1/2011,Fri
18,1,7,2011," $ 1,087,051.26 ",0,69.75,3.815,135.45,8.89,7/1/2011,Fri
19,1,7,2011," $ 1,462,731.93 ",0,67.64,3.916,135.45,7.806,7/1/2011,Fri
20,1,7,2011," $ 2,053,165.41 ",0,69.66,3.748,208.33,7.274,7/1/2011,Fri
21,1,7,2011," $ 784,639.12 ",0,87.57,3.524,214.84,7.852,7/1/2011,Fri
22,1,7,2011," $ 1,077,491.68 ",0,70.8,3.815,139.36,8.023,7/1/2011,Fri
23,1,7,2011," $ 1,492,507.44 ",0,65.65,3.815,135.45,4.584,7/1/2011,Fri
24,1,7,2011," $ 1,445,596.61 ",0,70.27,3.916,135.45,8.358,7/1/2011,Fri
25,1,7,2011," $ 706,206.86 ",0,66.61,3.748,208.33,7.274,7/1/2011,Fri
26,1,7,2011," $ 1,070,119.09 ",0,59.89,3.815,135.45,7.767,7/1/2011,Fri
27,1,7,2011," $ 1,949,983.93 ",0,73.76,3.916,139.36,7.85,7/1/2011,Fri
28,1,7,2011," $ 1,319,054.57 ",0,89.85,3.842,129.09,13.503,7/1/2011,Fri
29,1,7,2011," $ 567,114.60 ",0,70.8,3.815,135.45,9.863,7/1/2011,Fri
30,1,7,2011," $ 428,782.38 ",0,87.57,3.524,214.84,7.852,7/1/2011,Fri
31,1,7,2011," $ 1,371,889.27 ",0,87.57,3.524,214.84,7.852,7/1/2011,Fri
32,1,7,2011," $ 1,199,845.29 ",0,72.86,3.597,193.09,8.622,7/1/2011,Fri
33,1,7,2011," $ 226,702.36 ",0,98.43,3.842,129.09,8.442,7/1/2011,Fri
34,1,7,2011," $ 911,106.22 ",0,81.96,3.504,129.09,10.641,7/1/2011,Fri
35,1,7,2011," $ 874,453.88 ",0,73.76,3.748,139.36,8.684,7/1/2011,Fri
36,1,7,2011," $ 354,270.77 ",0,85.33,3.502,213.93,8.177,7/1/2011,Fri
37,1,7,2011," $ 517,021.30 ",0,85.33,3.524,213.93,8.177,7/1/2011,Fri
38,1,7,2011," $ 387,334.04 ",0,89.85,3.842,129.09,13.503,7/1/2011,Fri
39,1,7,2011," $ 1,429,829.36 ",0,84.93,3.524,213.93,8.177,7/1/2011,Fri
40,1,7,2011," $ 1,048,866.30 ",0,65.25,3.815,135.45,4.584,7/1/2011,Fri
41,1,7,2011," $ 1,333,347.78 ",0,67.01,3.597,193.09,6.901,7/1/2011,Fri
42,1,7,2011," $ 506,343.83 ",0,95.36,3.842,129.09,8.257,7/1/2011,Fri
43,1,7,2011," $ 586,781.78 ",0,91.36,3.524,207.03,10.641,7/1/2011,Fri
44,1,7,2011," $ 315,273.08 ",0,74.29,3.613,129.09,6.56,7/1/2011,Fri
45,1,7,2011," $ 791,495.25 ",0,74.04,3.748,185.91,8.625,7/1/2011,Fri
1,2,9,2011," $ 1,550,229.22 ",0,87.83,3.533,215.80,7.962,9/2/2011,Fri
2,2,9,2011," $ 1,809,119.70 ",0,89.64,3.533,215.45,7.852,9/2/2011,Fri
3,2,9,2011," $ 375,988.69 ",0,89.12,3.533,219.15,7.567,9/2/2011,Fri
4,2,9,2011," $ 2,078,420.31 ",0,77.99,3.533,129.33,5.644,9/2/2011,Fri
5,2,9,2011," $ 315,645.53 ",0,90.38,3.533,216.36,6.529,9/2/2011,Fri
6,2,9,2011," $ 1,481,618.74 ",0,91.22,3.533,217.33,6.925,9/2/2011,Fri
7,2,9,2011," $ 592,355.24 ",0,53.4,3.511,194.51,8.622,9/2/2011,Fri
8,2,9,2011," $ 891,387.14 ",0,84.77,3.533,219.20,6.425,9/2/2011,Fri
9,2,9,2011," $ 544,643.33 ",0,89.33,3.533,219.38,6.404,9/2/2011,Fri
10,2,9,2011," $ 1,758,587.35 ",0,91.61,3.798,129.33,8.257,9/2/2011,Fri
11,2,9,2011," $ 1,297,792.41 ",0,91.44,3.533,219.15,7.567,9/2/2011,Fri
12,2,9,2011," $ 1,052,051.45 ",0,93.66,3.798,129.33,13.503,9/2/2011,Fri
13,2,9,2011," $ 1,953,628.82 ",0,77,3.58,129.33,6.877,9/2/2011,Fri
14,2,9,2011," $ 1,750,891.47 ",0,70.63,3.703,186.62,8.625,9/2/2011,Fri
15,2,9,2011," $ 649,159.68 ",0,67.63,3.879,136.24,7.806,9/2/2011,Fri
16,2,9,2011," $ 580,805.33 ",0,63.44,3.511,194.51,6.338,9/2/2011,Fri
17,2,9,2011," $ 847,380.07 ",0,69.31,3.58,129.33,6.745,9/2/2011,Fri
18,2,9,2011," $ 540,922.94 ",0,68.23,3.784,136.24,8.89,9/2/2011,Fri
19,2,9,2011," $ 1,609,951.02 ",0,69.27,3.879,136.24,7.806,9/2/2011,Fri
20,2,9,2011," $ 2,141,765.98 ",0,70.82,3.703,208.96,7.274,9/2/2011,Fri
21,2,9,2011," $ 705,557.80 ",0,91.94,3.533,215.45,7.852,9/2/2011,Fri
22,2,9,2011," $ 912,762.76 ",0,69.16,3.784,140.20,8.023,9/2/2011,Fri
23,2,9,2011," $ 1,464,295.69 ",0,65.33,3.784,136.24,4.584,9/2/2011,Fri
24,2,9,2011," $ 1,196,105.44 ",0,68.14,3.879,136.24,8.358,9/2/2011,Fri
25,2,9,2011," $ 699,779.00 ",0,67.2,3.703,208.96,7.274,9/2/2011,Fri
26,2,9,2011," $ 1,040,143.14 ",0,59.67,3.784,136.24,7.767,9/2/2011,Fri
27,2,9,2011," $ 1,511,717.53 ",0,71.44,3.879,140.20,7.85,9/2/2011,Fri
28,2,9,2011," $ 1,468,871.49 ",0,93.66,3.798,129.33,13.503,9/2/2011,Fri
29,2,9,2011," $ 497,085.91 ",0,69.16,3.784,136.24,9.863,9/2/2011,Fri
30,2,9,2011," $ 369,722.32 ",0,91.94,3.533,215.45,7.852,9/2/2011,Fri
31,2,9,2011," $ 1,385,769.03 ",0,91.94,3.533,215.45,7.852,9/2/2011,Fri
32,2,9,2011," $ 1,152,117.50 ",0,74.6,3.511,194.51,8.622,9/2/2011,Fri
33,2,9,2011," $ 239,198.36 ",0,99.2,3.798,129.33,8.442,9/2/2011,Fri
34,2,9,2011," $ 926,455.64 ",0,78.24,3.533,129.33,10.641,9/2/2011,Fri
35,2,9,2011," $ 813,486.55 ",0,71.44,3.703,140.20,8.684,9/2/2011,Fri
36,2,9,2011," $ 350,276.29 ",0,87.5,3.481,214.55,8.177,9/2/2011,Fri
37,2,9,2011," $ 530,367.83 ",0,87.5,3.533,214.55,8.177,9/2/2011,Fri
38,2,9,2011," $ 416,953.51 ",0,93.66,3.798,129.33,13.503,9/2/2011,Fri
39,2,9,2011," $ 1,465,089.85 ",0,88.65,3.533,214.55,8.177,9/2/2011,Fri
40,2,9,2011," $ 957,298.26 ",0,63.79,3.784,136.24,4.584,9/2/2011,Fri
41,2,9,2011," $ 1,283,849.38 ",0,70.37,3.511,194.51,6.901,9/2/2011,Fri
42,2,9,2011," $ 537,124.76 ",0,91.61,3.798,129.33,8.257,9/2/2011,Fri
43,2,9,2011," $ 594,224.90 ",0,87.84,3.533,207.62,10.641,9/2/2011,Fri
44,2,9,2011," $ 309,543.52 ",0,77,3.58,129.33,6.56,9/2/2011,Fri
45,2,9,2011," $ 726,482.39 ",0,70.63,3.703,186.62,8.625,9/2/2011,Fri
1,2,12,2011," $ 1,584,083.95 ",0,48.91,3.172,218.71,7.866,12/2/2011,Fri
2,2,12,2011," $ 1,954,952.00 ",0,48.74,3.172,218.36,7.441,12/2/2011,Fri
3,2,12,2011," $ 472,511.32 ",0,54.97,3.172,222.16,7.197,12/2/2011,Fri
4,2,12,2011," $ 2,180,999.26 ",0,38.71,3.176,129.85,5.143,12/2/2011,Fri
5,2,12,2011," $ 376,225.61 ",0,51.14,3.172,219.29,6.3,12/2/2011,Fri
6,2,12,2011," $ 1,688,531.34 ",0,51.18,3.172,220.29,6.551,12/2/2011,Fri
7,2,12,2011," $ 591,907.88 ",0,20.38,3.378,195.82,8.513,12/2/2011,Fri
8,2,12,2011," $ 986,601.46 ",0,40.82,3.172,222.21,6.123,12/2/2011,Fri
9,2,12,2011," $ 613,115.21 ",0,46.84,3.172,222.40,6.054,12/2/2011,Fri
10,2,12,2011," $ 2,068,097.18 ",0,57.29,3.701,129.85,7.874,12/2/2011,Fri
11,2,12,2011," $ 1,399,322.44 ",0,56.89,3.172,222.16,7.197,12/2/2011,Fri
12,2,12,2011," $ 1,071,383.10 ",0,52.5,3.701,129.85,12.89,12/2/2011,Fri
13,2,12,2011," $ 2,051,315.66 ",0,33.94,3.389,129.85,6.392,12/2/2011,Fri
14,2,12,2011," $ 2,143,080.57 ",0,50.19,3.452,188.50,8.523,12/2/2011,Fri
15,2,12,2011," $ 699,028.66 ",0,45.67,3.666,136.49,7.866,12/2/2011,Fri
16,2,12,2011," $ 530,492.84 ",0,27.83,3.378,195.82,6.232,12/2/2011,Fri
17,2,12,2011," $ 945,267.68 ",0,26.47,3.389,129.85,6.617,12/2/2011,Fri
18,2,12,2011," $ 1,188,047.61 ",0,46.25,3.501,136.49,8.471,12/2/2011,Fri
19,2,12,2011," $ 1,484,708.38 ",0,45.67,3.666,136.49,7.866,12/2/2011,Fri
20,2,12,2011," $ 2,298,776.83 ",0,46.32,3.452,211.64,7.082,12/2/2011,Fri
21,2,12,2011," $ 793,184.25 ",0,48.72,3.172,218.36,7.441,12/2/2011,Fri
22,2,12,2011," $ 1,167,621.14 ",0,49.11,3.501,140.43,7.706,12/2/2011,Fri
23,2,12,2011," $ 1,552,886.59 ",0,43.6,3.501,136.49,4.42,12/2/2011,Fri
24,2,12,2011," $ 1,335,647.10 ",0,47.21,3.666,136.49,8.454,12/2/2011,Fri
25,2,12,2011," $ 878,314.57 ",0,42.85,3.452,211.64,7.082,12/2/2011,Fri
26,2,12,2011," $ 1,012,498.49 ",0,36.74,3.501,136.49,7.598,12/2/2011,Fri
27,2,12,2011," $ 1,806,924.74 ",0,50.55,3.666,140.43,7.906,12/2/2011,Fri
28,2,12,2011," $ 1,368,130.35 ",0,52.5,3.701,129.85,12.89,12/2/2011,Fri
29,2,12,2011," $ 579,874.22 ",0,49.11,3.501,136.49,9.357,12/2/2011,Fri
30,2,12,2011," $ 412,385.75 ",0,48.72,3.172,218.36,7.441,12/2/2011,Fri
31,2,12,2011," $ 1,388,809.43 ",0,48.72,3.172,218.36,7.441,12/2/2011,Fri
32,2,12,2011," $ 1,179,773.88 ",0,33.8,3.378,195.82,8.513,12/2/2011,Fri
33,2,12,2011," $ 220,060.35 ",0,59.12,3.701,129.85,8.01,12/2/2011,Fri
34,2,12,2011," $ 988,742.08 ",0,39.75,3.176,129.85,10.148,12/2/2011,Fri
35,2,12,2011," $ 903,606.03 ",0,50.55,3.452,140.43,8.745,12/2/2011,Fri
36,2,12,2011," $ 293,350.51 ",0,53.57,3.164,217.42,7.716,12/2/2011,Fri
37,2,12,2011," $ 527,117.81 ",0,53.57,3.172,217.42,7.716,12/2/2011,Fri
38,2,12,2011," $ 411,252.02 ",0,52.5,3.701,129.85,12.89,12/2/2011,Fri
39,2,12,2011," $ 1,632,894.58 ",0,53.14,3.172,217.42,7.716,12/2/2011,Fri
40,2,12,2011," $ 1,059,676.62 ",0,38.51,3.501,136.49,4.42,12/2/2011,Fri
41,2,12,2011," $ 1,292,436.23 ",0,34.53,3.378,195.82,6.759,12/2/2011,Fri
42,2,12,2011," $ 511,883.36 ",0,57.29,3.701,129.85,7.874,12/2/2011,Fri
43,2,12,2011," $ 585,028.26 ",0,47.49,3.172,210.31,10.148,12/2/2011,Fri
44,2,12,2011," $ 284,309.34 ",0,33.94,3.389,129.85,6.078,12/2/2011,Fri
45,2,12,2011," $ 875,699.81 ",0,50.19,3.452,188.50,8.523,12/2/2011,Fri
1,3,6,2011," $ 1,635,078.41 ",0,83,3.699,215.27,7.682,6/3/2011,Fri
2,3,6,2011," $ 1,933,756.21 ",0,83.07,3.699,214.93,7.931,6/3/2011,Fri
3,3,6,2011," $ 394,507.84 ",0,84.29,3.699,218.64,7.574,6/3/2011,Fri
4,3,6,2011," $ 2,065,377.15 ",0,78.26,3.683,129.05,5.946,6/3/2011,Fri
5,3,6,2011," $ 329,183.92 ",0,83.81,3.699,215.84,6.489,6/3/2011,Fri
6,3,6,2011," $ 1,705,506.29 ",0,84.01,3.699,216.82,6.855,6/3/2011,Fri
7,3,6,2011," $ 542,295.37 ",0,45.77,3.763,192.84,8.595,6/3/2011,Fri
8,3,6,2011," $ 929,222.16 ",0,82.05,3.699,218.69,6.297,6/3/2011,Fri
9,3,6,2011," $ 587,004.29 ",0,85.8,3.699,218.88,6.38,6/3/2011,Fri
10,3,6,2011," $ 1,792,210.89 ",0,81.87,3.893,129.05,8.494,6/3/2011,Fri
11,3,6,2011," $ 1,343,637.00 ",0,86.14,3.699,218.64,7.574,6/3/2011,Fri
12,3,6,2011," $ 970,328.68 ",0,71.81,4.031,129.05,13.736,6/3/2011,Fri
13,3,6,2011," $ 1,935,593.87 ",0,52.76,3.752,129.05,7.193,6/3/2011,Fri
14,3,6,2011," $ 2,079,899.47 ",0,76.38,3.922,185.75,8.521,6/3/2011,Fri
15,3,6,2011," $ 695,396.19 ",0,69.8,4.069,134.86,7.658,6/3/2011,Fri
16,3,6,2011," $ 531,080.31 ",0,54.08,3.763,192.84,6.339,6/3/2011,Fri
17,3,6,2011," $ 895,020.48 ",0,49.61,3.752,129.05,6.774,6/3/2011,Fri
18,3,6,2011," $ 1,178,039.00 ",0,70.9,3.973,134.86,8.975,6/3/2011,Fri
19,3,6,2011," $ 1,457,345.75 ",0,66.01,4.069,134.86,7.658,6/3/2011,Fri
20,3,6,2011," $ 2,182,246.69 ",0,73.51,3.922,208.36,7.287,6/3/2011,Fri
21,3,6,2011," $ 773,878.58 ",0,83.82,3.699,214.93,7.931,6/3/2011,Fri
22,3,6,2011," $ 1,125,169.92 ",0,70.09,3.973,138.77,8.252,6/3/2011,Fri
23,3,6,2011," $ 1,562,161.97 ",0,67.21,3.973,134.86,4.781,6/3/2011,Fri
24,3,6,2011," $ 1,554,837.62 ",0,73.12,4.069,134.86,8.212,6/3/2011,Fri
25,3,6,2011," $ 737,551.74 ",0,70.69,3.922,208.36,7.287,6/3/2011,Fri
26,3,6,2011," $ 1,054,454.40 ",0,60.49,3.973,134.86,7.818,6/3/2011,Fri
27,3,6,2011," $ 2,053,708.01 ",0,74.17,4.069,138.77,7.725,6/3/2011,Fri
28,3,6,2011," $ 1,403,779.25 ",0,71.81,4.031,129.05,13.736,6/3/2011,Fri
29,3,6,2011," $ 598,251.57 ",0,70.09,3.973,134.86,9.966,6/3/2011,Fri
30,3,6,2011," $ 432,808.48 ",0,83.82,3.699,214.93,7.931,6/3/2011,Fri
31,3,6,2011," $ 1,430,348.10 ",0,83.82,3.699,214.93,7.931,6/3/2011,Fri
32,3,6,2011," $ 1,167,757.00 ",0,61.25,3.763,192.84,8.595,6/3/2011,Fri
33,3,6,2011," $ 243,477.03 ",0,82.93,3.893,129.05,8.687,6/3/2011,Fri
34,3,6,2011," $ 947,229.24 ",0,74.64,3.683,129.05,10.581,6/3/2011,Fri
35,3,6,2011," $ 955,466.84 ",0,74.17,3.922,138.77,8.512,6/3/2011,Fri
36,3,6,2011," $ 373,703.95 ",0,82.96,3.69,214.02,8.3,6/3/2011,Fri
37,3,6,2011," $ 500,381.23 ",0,82.96,3.699,214.02,8.3,6/3/2011,Fri
38,3,6,2011," $ 396,826.06 ",0,71.81,4.031,129.05,13.736,6/3/2011,Fri
39,3,6,2011," $ 1,541,745.59 ",0,83.59,3.699,214.02,8.3,6/3/2011,Fri
40,3,6,2011," $ 1,075,687.74 ",0,66.16,3.973,134.86,4.781,6/3/2011,Fri
41,3,6,2011," $ 1,297,584.95 ",0,54.81,3.763,192.84,6.934,6/3/2011,Fri
42,3,6,2011," $ 545,109.30 ",0,81.87,3.893,129.05,8.494,6/3/2011,Fri
43,3,6,2011," $ 630,972.15 ",0,83.49,3.699,207.10,10.581,6/3/2011,Fri
44,3,6,2011," $ 308,950.04 ",0,52.76,3.752,129.05,6.906,6/3/2011,Fri
45,3,6,2011," $ 877,423.45 ",0,76.38,3.922,185.75,8.521,6/3/2011,Fri
1,4,2,2011," $ 1,606,629.58 ",0,42.27,2.989,212.57,7.742,2/4/2011,Fri
2,4,2,2011," $ 1,929,346.23 ",0,38.25,2.989,212.22,8.028,2/4/2011,Fri
3,4,2,2011," $ 438,516.53 ",0,45.95,2.989,215.89,7.551,2/4/2011,Fri
4,4,2,2011," $ 2,119,086.04 ",0,34.61,2.996,127.72,6.51,2/4/2011,Fri
5,4,2,2011," $ 329,613.20 ",0,41.67,2.989,213.12,6.634,2/4/2011,Fri
6,4,2,2011," $ 1,514,999.17 ",0,40.59,2.989,214.09,6.858,2/4/2011,Fri
7,4,2,2011," $ 558,027.77 ",0,-2.06,3.011,191.76,8.818,2/4/2011,Fri
8,4,2,2011," $ 944,594.78 ",0,24.48,2.989,215.93,6.262,2/4/2011,Fri
9,4,2,2011," $ 544,612.28 ",0,31.82,2.989,216.12,6.416,2/4/2011,Fri
10,4,2,2011," $ 1,968,045.91 ",0,44.88,3.348,127.72,8.744,2/4/2011,Fri
11,4,2,2011," $ 1,422,546.05 ",0,47.17,2.989,215.89,7.551,2/4/2011,Fri
12,4,2,2011," $ 1,046,068.17 ",0,45.14,3.348,127.72,14.021,2/4/2011,Fri
13,4,2,2011," $ 1,848,186.58 ",0,23.35,2.974,127.72,7.47,2/4/2011,Fri
14,4,2,2011," $ 1,995,891.87 ",0,28.73,3.231,183.44,8.549,2/4/2011,Fri
15,4,2,2011," $ 556,550.85 ",0,20.69,3.4,133.18,7.771,2/4/2011,Fri
16,4,2,2011," $ 479,263.15 ",0,13.64,3.011,191.76,6.614,2/4/2011,Fri
17,4,2,2011," $ 816,603.05 ",0,11.29,2.974,127.72,6.866,2/4/2011,Fri
18,4,2,2011," $ 1,055,841.24 ",0,20.79,3.24,133.18,9.131,2/4/2011,Fri
19,4,2,2011," $ 1,370,562.11 ",0,21.02,3.4,133.18,7.771,2/4/2011,Fri
20,4,2,2011," $ 2,351,143.07 ",0,28.58,3.231,205.73,7.343,2/4/2011,Fri
21,4,2,2011," $ 596,218.24 ",0,36.33,2.989,212.22,8.028,2/4/2011,Fri
22,4,2,2011," $ 946,060.98 ",0,26.39,3.24,137.05,8.458,2/4/2011,Fri
23,4,2,2011," $ 1,159,438.53 ",0,14.5,3.24,133.18,5.114,2/4/2011,Fri
24,4,2,2011," $ 1,225,182.04 ",0,23.83,3.4,133.18,8.252,2/4/2011,Fri
25,4,2,2011," $ 639,830.45 ",0,23.94,3.231,205.73,7.343,2/4/2011,Fri
26,4,2,2011," $ 911,807.02 ",0,11.17,3.24,133.18,7.907,2/4/2011,Fri
27,4,2,2011," $ 1,628,100.79 ",0,28.7,3.4,137.05,7.827,2/4/2011,Fri
28,4,2,2011," $ 1,564,897.32 ",0,45.14,3.348,127.72,14.021,2/4/2011,Fri
29,4,2,2011," $ 504,126.89 ",0,26.39,3.24,133.18,10.256,2/4/2011,Fri
30,4,2,2011," $ 490,970.95 ",0,36.33,2.989,212.22,8.028,2/4/2011,Fri
31,4,2,2011," $ 1,443,206.46 ",0,36.33,2.989,212.22,8.028,2/4/2011,Fri
32,4,2,2011," $ 1,070,457.80 ",0,15.47,3.011,191.76,8.818,2/4/2011,Fri
33,4,2,2011," $ 234,218.03 ",0,49.26,3.348,127.72,8.951,2/4/2011,Fri
34,4,2,2011," $ 971,932.87 ",0,23.82,2.996,127.72,10.398,2/4/2011,Fri
35,4,2,2011," $ 747,577.05 ",0,28.7,3.231,137.05,8.549,2/4/2011,Fri
36,4,2,2011," $ 417,521.70 ",0,46.68,2.98,211.33,8.395,2/4/2011,Fri
37,4,2,2011," $ 583,835.18 ",0,46.68,2.989,211.33,8.395,2/4/2011,Fri
38,4,2,2011," $ 402,341.76 ",0,45.14,3.348,127.72,14.021,2/4/2011,Fri
39,4,2,2011," $ 1,343,773.94 ",0,45.96,2.989,211.33,8.395,2/4/2011,Fri
40,4,2,2011," $ 904,261.65 ",0,13.29,3.24,133.18,5.114,2/4/2011,Fri
41,4,2,2011," $ 1,179,420.50 ",0,14.56,3.011,191.76,7.241,2/4/2011,Fri
42,4,2,2011," $ 586,886.16 ",0,44.88,3.348,127.72,8.744,2/4/2011,Fri
43,4,2,2011," $ 651,521.77 ",0,33.21,2.989,204.53,10.398,2/4/2011,Fri
44,4,2,2011," $ 293,953.08 ",0,23.35,2.974,127.72,7.224,2/4/2011,Fri
